Q0,Q79,Q11,Q12,Q74,Q77,Q75,Q76,Q7,Q8,Q20,Q9,Q10,Q22,Q80,Q81,Q21,Q82,Q83,Q23,Q84,Q85,Q86,Q87,Q88,Q89,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q34,Q35,Q36,Q39,Q40,Q41,Q44,Q90,Q28,Q91,Q48,Q92,Q33,Q93,Q52,Q53,Q54,Q60,Q94,Q61,Q95,Q96,Q97,Q58,Q64,Q98,Q65,Q99,Q100,Q101,Q102,Q62,Q103,Q104,Q63,Q56,Q57,Q58,Q66,Q105,Q106,Q67,Q45,Q46,Q47,Q49,Q50,Q51
140,London,Project Design (Architecture / Interiors / Urban),0-2 years ,11-15 years,Untitled,Man,I'm at the office 2-3 days a week,3,5,3,3,3,3,FALSE,FALSE,2,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,1,5,5,5,5,5,3,3,3,5,5,1,3,FALSE,3,FALSE,4,FALSE,5,FALSE,3,1,1,4,FALSE,3,FALSE,FALSE,FALSE,3,5,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,4,3,5,FALSE,FALSE,5,2,3,3,5,5,5
141,London,"Shared Services (HR, IT, Finance, Legal, Project Coordinators, etc)",More than 10 years,11-15 years,Senior Associate,Man,I'm at the office 2-3 days a week,4,5,5,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,4,5,5,5,5,4,4,5,4,5,5,4,FALSE,2,FALSE,5,FALSE,5,FALSE,3,4,2,3,FALSE,4,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,4,3,4,5,4,5
142,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Man,I'm at the office 2-3 days a week,5,5,5,4,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,FALSE,4,FALSE,4,FALSE,5,FALSE,4,1,2,4,FALSE,4,FALSE,FALSE,FALSE,5,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,3,4,5,5,4,FALSE,FALSE,4,4,4,3,4,4,4
143,London,Project Design (Architecture / Interiors / Urban),3-5 years,0-5 years,Untitled,Man,I'm at the office 2-3 days a week,4,4,3,5,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,3,3,5,4,3,5,4,4,2,5,4,3,4,FALSE,2,FALSE,4,FALSE,5,FALSE,3,1,2,4,FALSE,5,FALSE,FALSE,FALSE,4,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,4,4,4,5,FALSE,FALSE,4,2,2,1,4,5,5
144,London,"DXD, Brand, Graphics",More than 10 years,20+ years,Senior Associate,Man,I'm at the office 2-3 days a week,4,5,4,5,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,3,3,2,3,5,5,3,3,5,3,3,4,4,FALSE,3,FALSE,4,FALSE,5,FALSE,2,2,2,5,FALSE,3,FALSE,FALSE,FALSE,4,3,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,5,5,5,4,4,FALSE,FALSE,3,2,2,3,3,3,5
145,London,Project Technical Support (Realization / DT),3-5 years,11-15 years,Associate,Man,I'm at the office 1 day a week,4,5,5,2,5,4,FALSE,FALSE,4,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,FALSE,4,FALSE,4,FALSE,5,FALSE,4,4,4,1,FALSE,4,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,3,4,5,5,FALSE,FALSE,5,5,3,4,5,5,5
146,London,Project Design (Architecture / Interiors / Urban),3-5 years,6 - 10 years,Untitled,Woman,I'm at the office 4-5 days a week,5,5,3,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,5,5,3,4,4,4,4,2,3,FALSE,3,FALSE,5,FALSE,5,FALSE,3,1,1,4,FALSE,4,FALSE,FALSE,FALSE,4,4,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,2,4,5,4,4,FALSE,FALSE,4,4,3,4,3,3,5
147,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,5,4,4,5,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,5,5,4,5,5,4,5,5,5,4,5,4,FALSE,1,FALSE,5,FALSE,5,FALSE,1,1,4,3,FALSE,3,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,5,2,3,5,5,5
148,London,Project Technical Support (Realization / DT),0-2 years ,11-15 years,Untitled,Woman,I'm at the office 2-3 days a week,3,4,4,3,5,5,FALSE,FALSE,3,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,2,4,4,3,5,4,5,4,4,5,3,2,3,FALSE,4,FALSE,5,FALSE,5,FALSE,2,1,3,2,FALSE,3,FALSE,FALSE,FALSE,4,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,4,3,4,5,FALSE,FALSE,5,4,2,3,4,5,5
149,London,"Consulting (Real Estate Service, Strategy & Sustainability)",0-2 years ,0-5 years,Untitled,Woman,I'm at the office 4-5 days a week,5,5,4,3,5,5,FALSE,FALSE,5,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,5,5,5,5,5,5,5,3,3,3,1,4,FALSE,2,FALSE,5,FALSE,5,FALSE,2,1,1,2,FALSE,5,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,5,4,5,5,FALSE,FALSE,5,5,1,4,5,5,5
150,London,Project Design (Architecture / Interiors / Urban),0-2 years ,16-20 years,Untitled,Woman,I'm at the office 2-3 days a week,5,5,5,3,5,5,FALSE,FALSE,4,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,5,5,5,4,5,5,5,4,5,5,3,4,FALSE,2,FALSE,4,FALSE,5,FALSE,3,2,3,4,FALSE,4,FALSE,FALSE,FALSE,5,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,5,5,5,5,FALSE,FALSE,5,4,3,5,4,4,5
151,London,"DXD, Brand, Graphics",0-2 years ,6 - 10 years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,4,4,4,5,FALSE,FALSE,3,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,2,5,4,3,3,3,4,2,4,4,2,4,FALSE,3,FALSE,3,FALSE,5,FALSE,3,2,2,4,FALSE,4,FALSE,FALSE,FALSE,2,5,FALSE,3,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,4,4,2,4,FALSE,FALSE,4,3,2,3,3,3,5
152,London,Project Technical Support (Realization / DT),More than 10 years,16-20 years,Senior Associate,Man,I'm at the office 2-3 days a week,4,1,2,4,5,5,FALSE,FALSE,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,4,5,5,5,5,5,5,5,5,5,5,4,FALSE,2,FALSE,4,FALSE,4,FALSE,1,1,2,4,FALSE,5,FALSE,FALSE,FALSE,3,3,FALSE,2,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,3,3,5,FALSE,FALSE,5,2,1,1,5,5,5
153,London,Project Design (Architecture / Interiors / Urban),More than 10 years,20+ years,Principal,Man,I'm at the office 4-5 days a week,5,5,2,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,4,5,5,5,5,5,5,4,5,5,4,4,FALSE,4,FALSE,5,FALSE,5,FALSE,4,1,3,3,FALSE,2,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,3,3,3,5,5,5
154,London,Project Design Management ,0-2 years ,11-15 years,Untitled,Man,I'm at the office 1 day a week,2,4,4,5,5,5,FALSE,FALSE,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,5,5,5,5,5,5,2,5,4,3,5,4,3,FALSE,1,FALSE,2,FALSE,5,FALSE,2,1,3,3,FALSE,3,FALSE,FALSE,FALSE,4,5,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,4,5,FALSE,FALSE,5,3,2,3,3,3,5
155,London,Project Design (Architecture / Interiors / Urban),6-10 years,20+ years,Senior Associate,Man,I'm at the office 2-3 days a week,2,5,2,4,5,5,FALSE,FALSE,2,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,2,2,5,5,5,5,4,4,4,4,5,3,2,FALSE,3,FALSE,5,FALSE,5,FALSE,3,3,3,2,FALSE,2,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,3,2,2,5,5,5
156,London,Project Technical Support (Realization / DT),6-10 years,20+ years,Associate,Man,I'm at the office 2-3 days a week,5,4,5,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,5,4,5,5,5,5,4,5,5,4,4,5,4,FALSE,4,FALSE,5,FALSE,5,FALSE,3,3,3,2,FALSE,4,FALSE,FALSE,FALSE,3,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,3,3,5,FALSE,FALSE,5,5,5,4,5,5,5
157,London,Project Design (Architecture / Interiors / Urban),More than 10 years,20+ years,Senior Associate,Woman,I'm at the office 2-3 days a week,5,5,4,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,FALSE,2,FALSE,5,FALSE,5,FALSE,4,2,1,2,FALSE,5,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,4,5,FALSE,FALSE,3,5,5,5,5,5,5
158,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,5,5,5,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,3,5,4,5,4,5,5,5,5,4,1,4,FALSE,1,FALSE,4,FALSE,5,FALSE,1,1,1,3,FALSE,5,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,2,5,4,4,5,FALSE,FALSE,5,3,2,2,3,3,5
159,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,5,5,4,5,5,5,FALSE,FALSE,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,5,4,5,5,5,5,4,4,4,5,5,5,3,FALSE,5,FALSE,5,FALSE,5,FALSE,3,2,4,2,FALSE,3,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,3,4,5,5,5,FALSE,FALSE,5,2,1,1,5,5,5
160,London,Project Design (Architecture / Interiors / Urban),3-5 years,6 - 10 years,Untitled,Man,I'm at the office 2-3 days a week,4,4,4,4,4,4,FALSE,FALSE,4,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,4,4,4,4,4,3,2,4,5,5,2,3,FALSE,2,FALSE,5,FALSE,4,FALSE,1,2,3,2,FALSE,3,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,4,4,5,FALSE,FALSE,5,3,3,2,5,5,5
161,London,Project Design Management ,6-10 years,20+ years,Senior Associate,Woman,I'm at the office 2-3 days a week,2,3,4,4,3,4,FALSE,FALSE,2,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,4,4,4,4,4,3,4,4,3,3,3,2,FALSE,2,FALSE,3,FALSE,5,FALSE,1,1,1,2,FALSE,4,FALSE,FALSE,FALSE,4,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,4,4,4,4,FALSE,FALSE,4,2,2,4,4,3,4
162,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,4,2,4,4,FALSE,FALSE,4,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,4,4,4,4,2,4,4,4,4,2,2,1,3,FALSE,3,FALSE,4,FALSE,4,FALSE,3,3,3,2,FALSE,3,FALSE,FALSE,FALSE,4,4,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,5,5,5,4,4,FALSE,FALSE,5,3,3,3,4,5,3
163,London,"Shared Services (HR, IT, Finance, Legal, Project Coordinators, etc)",6-10 years,6 - 10 years,Associate,Woman,I'm at the office 2-3 days a week,3,5,4,5,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,5,5,4,3,5,4,5,4,5,4,4,5,FALSE,2,FALSE,5,FALSE,5,FALSE,2,3,2,1,FALSE,3,FALSE,FALSE,FALSE,2,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,2,2,5,FALSE,FALSE,5,4,5,4,5,5,5
164,London,"Consulting (Real Estate Service, Strategy & Sustainability)",3-5 years,6 - 10 years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,5,4,4,5,FALSE,FALSE,3,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,4,5,5,5,5,5,4,2,5,4,2,4,FALSE,4,FALSE,4,FALSE,5,FALSE,3,1,2,4,FALSE,3,FALSE,FALSE,FALSE,4,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,3,4,5,FALSE,FALSE,5,2,2,2,3,3,4
165,London,Project Design Management ,3-5 years,11-15 years,Untitled,Woman,I'm at the office 4-5 days a week,5,5,5,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,FALSE,4,FALSE,5,FALSE,5,FALSE,5,4,4,5,FALSE,5,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,4,4,5,FALSE,FALSE,5,5,4,3,5,5,5
166,London,Project Design (Architecture / Interiors / Urban),3-5 years,16-20 years,Senior Associate,Man,I'm at the office 2-3 days a week,4,4,3,5,5,5,FALSE,FALSE,3,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,5,3,5,5,5,5,5,4,3,4,2,3,FALSE,3,FALSE,4,FALSE,4,FALSE,2,2,2,2,FALSE,3,FALSE,FALSE,FALSE,3,3,FALSE,3,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,4,3,3,3,FALSE,FALSE,3,3,2,3,4,3,5
167,London,"Consulting (Real Estate Service, Strategy & Sustainability)",6-10 years,11-15 years,Associate,Woman,I'm at the office 2-3 days a week,4,5,3,5,5,5,FALSE,FALSE,4,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,5,4,5,5,5,5,4,4,3,5,4,1,2,FALSE,4,FALSE,5,FALSE,5,FALSE,2,2,2,3,FALSE,4,FALSE,FALSE,FALSE,5,4,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,3,2,4,4,3,5
168,San Francisco,Project Design (Architecture / Interiors / Urban),6-10 years,11-15 years,Associate,Woman,I'm at the office 2-3 days a week,3,4,4,4,4,5,FALSE,FALSE,3,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,4,5,4,3,4,4,5,4,5,5,2,4,FALSE,2,FALSE,5,FALSE,4,FALSE,1,2,3,1,FALSE,3,FALSE,FALSE,FALSE,4,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,5,2,4,4,FALSE,FALSE,4,4,4,4,3,3,5
169,London,Project Design (Architecture / Interiors / Urban),6-10 years,6 - 10 years,Untitled,Woman,I'm at the office 2-3 days a week,3,4,3,4,4,5,FALSE,FALSE,2,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,3,4,4,3,4,3,3,5,5,5,4,3,FALSE,1,FALSE,5,FALSE,5,FALSE,2,2,3,4,FALSE,4,FALSE,FALSE,FALSE,3,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,3,5,4,3,4,FALSE,FALSE,4,4,4,4,5,5,5
170,London,"Consulting (Real Estate Service, Strategy & Sustainability)",0-2 years ,20+ years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,3,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,3,4,4,4,5,4,4,4,4,4,4,3,FALSE,3,FALSE,4,FALSE,5,FALSE,2,2,2,2,FALSE,4,FALSE,FALSE,FALSE,3,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,4,3,3,4,FALSE,FALSE,4,4,4,3,4,4,4
171,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,3,4,5,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,4,5,5,5,5,4,5,3,5,5,4,5,FALSE,2,FALSE,5,FALSE,5,FALSE,3,2,3,4,FALSE,4,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,5,5,5,5,FALSE,FALSE,5,3,3,3,5,5,5
172,London,Project Design (Architecture / Interiors / Urban),3-5 years,6 - 10 years,Untitled,Man,I'm at the office 2-3 days a week,5,5,5,5,5,4,FALSE,FALSE,4,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,5,5,2,1,5,4,3,1,4,1,1,4,FALSE,3,FALSE,1,FALSE,5,FALSE,4,5,5,2,FALSE,3,FALSE,FALSE,FALSE,4,3,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,3,2,5,4,3,FALSE,FALSE,4,4,3,5,4,5,5
173,London,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,5,3,5,5,FALSE,FALSE,4,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,5,5,5,5,4,4,4,1,5,FALSE,3,FALSE,4,FALSE,5,FALSE,4,2,4,5,FALSE,5,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,4,5,FALSE,FALSE,5,5,5,5,5,5,5
174,London,Project Design (Architecture / Interiors / Urban),3-5 years,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,3,4,4,5,5,5,FALSE,FALSE,3,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,2,4,5,4,5,4,4,3,4,3,3,3,3,FALSE,2,FALSE,4,FALSE,5,FALSE,2,1,2,4,FALSE,4,FALSE,FALSE,FALSE,5,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,5,5,5,4,FALSE,FALSE,4,2,2,2,5,5,5
175,London,Project Design (Architecture / Interiors / Urban),3-5 years,6 - 10 years,Untitled,Man,I'm at the office 2-3 days a week,3,4,5,4,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,3,5,5,5,3,4,5,5,4,5,5,4,FALSE,3,FALSE,4,FALSE,4,FALSE,3,2,2,3,FALSE,3,FALSE,FALSE,FALSE,4,5,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,3,4,5,FALSE,FALSE,5,2,1,2,5,5,5
176,London,"Consulting (Real Estate Service, Strategy & Sustainability)",0-2 years ,6 - 10 years,Untitled,Woman,I'm at the office 2-3 days a week,3,3,4,5,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,3,4,5,5,4,4,5,5,5,5,5,4,FALSE,3,FALSE,4,FALSE,5,FALSE,3,2,2,2,FALSE,1,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,5,5,5,5,FALSE,FALSE,5,3,3,4,5,5,5
177,London,Project Design (Architecture / Interiors / Urban),0-2 years ,20+ years,Untitled,Man,I'm at the office 2-3 days a week,5,5,5,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,FALSE,3,FALSE,5,FALSE,5,FALSE,3,4,3,5,FALSE,3,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,5,5,4,5,5,FALSE,FALSE,5,5,5,4,5,5,5
178,Chicago,Project Design Management ,0-2 years ,20+ years,Untitled,Man,I'm at the office 2-3 days a week,1,2,2,5,5,4,FALSE,FALSE,2,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,2,4,5,5,5,4,4,4,4,4,4,3,FALSE,3,FALSE,4,FALSE,4,FALSE,1,2,2,2,FALSE,1,FALSE,FALSE,FALSE,4,4,FALSE,5,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,4,4,5,FALSE,FALSE,5,3,2,2,4,4,5
179,Chicago,Project Design (Architecture / Interiors / Urban),0-2 years ,6 - 10 years,Untitled,Man,I'm at the office 2-3 days a week,5,5,4,3,4,5,FALSE,FALSE,3,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,FALSE,4,FALSE,3,FALSE,5,FALSE,4,3,3,4,FALSE,2,FALSE,FALSE,FALSE,5,3,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,5,5,5,5,FALSE,FALSE,5,4,4,3,4,4,5
180,Chicago,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 4-5 days a week,3,4,4,3,4,4,FALSE,FALSE,4,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,5,5,5,4,4,3,4,4,3,4,FALSE,4,FALSE,4,FALSE,5,FALSE,5,5,4,5,FALSE,5,FALSE,FALSE,FALSE,3,3,FALSE,3,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,4,3,4,FALSE,FALSE,4,3,3,3,3,3,3
181,Chicago,Project Design Management ,More than 10 years,20+ years,Senior Associate,Man,I'm at the office 2-3 days a week,4,4,4,5,5,5,FALSE,FALSE,4,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,4,5,4,4,4,4,4,4,5,4,4,4,FALSE,3,FALSE,5,FALSE,5,FALSE,1,1,3,2,FALSE,1,FALSE,FALSE,FALSE,4,4,FALSE,3,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,3,3,4,4,FALSE,FALSE,4,4,4,4,4,3,5
182,Chicago,Project Design (Architecture / Interiors / Urban),3-5 years,20+ years,Untitled,Woman,I'm at the office 2-3 days a week,4,5,3,3,4,3,FALSE,FALSE,4,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,4,4,4,4,4,4,4,4,3,3,3,2,FALSE,4,FALSE,2,FALSE,4,FALSE,3,3,3,3,FALSE,3,FALSE,FALSE,FALSE,4,4,FALSE,4,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,3,4,4,4,4,FALSE,FALSE,4,3,2,2,2,2,2
183,Chicago,Project Design (Architecture / Interiors / Urban),3-5 years,0-5 years,Untitled,Woman,I'm at the office 1 day a week,5,4,3,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,FALSE,3,FALSE,5,FALSE,5,FALSE,3,3,2,2,FALSE,2,FALSE,FALSE,FALSE,3,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,5,4,4,3,5,FALSE,FALSE,5,4,3,4,4,4,5
184,Chicago,"DXD, Brand, Graphics",0-2 years ,0-5 years,Untitled,Woman,I'm at the office 4-5 days a week,5,5,5,5,5,5,FALSE,FALSE,5,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,5,5,5,5,5,3,5,2,4,5,1,3,FALSE,5,FALSE,5,FALSE,5,FALSE,2,1,3,5,FALSE,2,FALSE,FALSE,FALSE,5,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,5,2,5,5,FALSE,FALSE,5,4,3,4,5,5,5
185,London,Project Design (Architecture / Interiors / Urban),0-2 years ,6 - 10 years,Untitled,Woman,I'm at the office 2-3 days a week,4,4,4,4,5,5,FALSE,FALSE,3,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,3,5,4,5,4,4,5,4,4,4,3,3,FALSE,3,FALSE,4,FALSE,5,FALSE,4,2,2,4,FALSE,3,FALSE,FALSE,FALSE,5,5,FALSE,4,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,4,5,5,5,5,FALSE,FALSE,5,4,4,4,4,4,4
186,Chicago,Project Design (Architecture / Interiors / Urban),0-2 years ,0-5 years,Untitled,Woman,I'm at the office 2-3 days a week,4,5,4,5,5,5,FALSE,FALSE,4,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,3,4,5,4,4,5,5,4,4,5,5,3,4,FALSE,4,FALSE,4,FALSE,5,FALSE,3,3,4,4,FALSE,4,FALSE,FALSE,FALSE,4,5,FALSE,5,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,4,4,4,4,5,FALSE,FALSE,5,4,4,4,4,4,4
